Country;Happiness Rank;Happiness Score;Economy (GDP per Capita);Social support;Health (Life Expectancy);Freedom;Trust (Government Corruption);Generosity;Year
Yemen;152;3.355;0.442;1.073;0.343;0.244;0.064;0.083;2018
Tanzania;153;3.303;0.455;0.991;0.381;0.481;0.097;0.27;2018
South Sudan;154;3.254;0.337;0.608;0.177;0.112;0.106;0.224;2018
Central African Republic;155;3.083;0.024;0.0;0.01;0.305;0.038;0.218;2018
Burundi;156;2.905;0.091;0.627;0.145;0.065;0.076;0.149;2018
Finland;1;7.769;янв.34;1.587;0.986;0.596;0.393;0.153;2019
Denmark;2;07.июн;1.383;1.573;0.996;0.592;0.41;0.252;2019
Norway;3;7.554;1.488;1.582;1.028;0.603;0.341;0.271;2019
Iceland;4;7.494;янв.38;1.624;1.026;0.591;0.118;0.354;2019
Netherlands;5;7.488;1.396;1.522;0.999;0.557;0.298;0.322;2019
Switzerland;6;июл.48;1.452;1.526;1.052;0.572;0.343;0.263;2019
Sweden;7;7.343;1.387;1.487;1.009;0.574;0.373;0.267;2019
New Zealand;8;7.307;1.303;1.557;1.026;0.585;0.38;0.33;2019
Canada;9;7.278;1.365;1.505;1.039;0.584;0.308;0.285;2019
Austria;10;7.246;1.376;1.475;1.016;0.532;0.226;0.244;2019
Australia;11;7.228;1.372;1.548;1.036;0.557;0.29;0.332;2019
Costa Rica;12;7.167;1.034;1.441;0.963;0.558;0.093;0.144;2019
Israel;13;7.139;1.276;1.455;1.029;0.371;0.082;0.261;2019
Luxembourg;14;07.сен;1.609;1.479;1.012;0.526;0.316;0.194;2019
United Kingdom;15;7.054;1.333;1.538;0.996;0.45;0.278;0.348;2019
Ireland;16;7.021;1.499;1.553;0.999;0.516;0.31;0.298;2019
Germany;17;6.985;1.373;1.454;0.987;0.495;0.265;0.261;2019
Belgium;18;6.923;1.356;1.504;0.986;0.473;0.21;0.16;2019
United States;19;6.892;1.433;1.457;0.874;0.454;0.128;0.28;2019
Czech Republic;20;6.852;1.269;1.487;0.92;0.457;0.036;0.046;2019
United Arab Emirates;21;6.825;1.503;янв.31;0.825;0.598;0.182;0.262;2019
Malta;22;6.726;01.мар;янв.52;0.999;0.564;0.151;0.375;2019
Mexico;23;6.595;01.июл;1.323;0.861;0.433;0.073;0.074;2019
France;24;6.592;1.324;1.472;1.045;0.436;0.183;0.111;2019
Taiwan;25;6.446;1.368;янв.43;0.914;0.351;0.097;0.242;2019
Chile;26;6.444;1.159;1.369;0.92;0.357;0.056;0.187;2019
Guatemala;27;6.436;0.8;1.269;0.746;0.535;0.078;0.175;2019
Saudi Arabia;28;6.375;1.403;1.357;0.795;0.439;0.132;0.08;2019
Qatar;29;6.374;1.684;1.313;0.871;0.555;0.167;0.22;2019
Spain;30;6.354;1.286;1.484;1.062;0.362;0.079;0.153;2019
Panama;31;6.321;1.149;1.442;0.91;0.516;0.054;0.109;2019
Brazil;32;06.мар;1.004;1.439;0.802;0.39;0.086;0.099;2019
Uruguay;33;6.293;1.124;1.465;0.891;0.523;0.15;0.127;2019
Singapore;34;6.262;1.572;1.463;1.141;0.556;0.453;0.271;2019
El Salvador;35;6.253;0.794;1.242;0.789;0.43;0.074;0.093;2019
Italy;36;6.223;1.294;1.488;1.039;0.231;0.03;0.158;2019
Bahrain;37;6.199;1.362;1.368;0.871;0.536;0.11;0.255;2019
Slovakia;38;6.198;1.246;1.504;0.881;0.334;0.014;0.121;2019
Trinidad & Tobago;39;6.192;1.231;1.477;0.713;0.489;0.016;0.185;2019
Poland;40;6.182;1.206;1.438;0.884;0.483;0.05;0.117;2019
Uzbekistan;41;6.174;0.745;1.529;0.756;0.631;0.24;0.322;2019
Lithuania;42;6.149;1.238;1.515;0.818;0.291;0.042;0.043;2019
Colombia;43;6.125;0.985;янв.41;0.841;0.47;0.034;0.099;2019
Slovenia;44;6.118;1.258;1.523;0.953;0.564;0.057;0.144;2019
Nicaragua;45;6.105;0.694;1.325;0.835;0.435;0.127;0.2;2019
Kosovo;46;06.янв;0.882;1.232;0.758;0.489;0.006;0.262;2019
Argentina;47;6.086;1.092;1.432;0.881;0.471;0.05;0.066;2019
Romania;48;06.июл;1.162;1.232;0.825;0.462;0.005;0.083;2019
Cyprus;49;6.046;1.263;1.223;1.042;0.406;0.041;0.19;2019
Ecuador;50;6.028;0.912;1.312;0.868;0.498;0.087;0.126;2019
Kuwait;51;6.021;01.май;1.319;0.808;0.493;0.097;0.142;2019
Thailand;52;6.008;01.май;1.409;0.828;0.557;0.028;0.359;2019
Latvia;53;май.94;1.187;1.465;0.812;0.264;0.064;0.075;2019
South Korea;54;5.895;1.301;1.219;1.036;0.159;0.056;0.175;2019
Estonia;55;5.893;1.237;1.528;0.874;0.495;0.161;0.103;2019
Jamaica;56;май.89;0.831;1.478;0.831;0.49;0.028;0.107;2019
Mauritius;57;5.888;01.дек;1.402;0.798;0.498;0.06;0.215;2019
Japan;58;5.886;1.327;1.419;1.088;0.445;0.14;0.069;2019
Honduras;59;май.86;0.642;1.236;0.828;0.507;0.078;0.246;2019
Kazakhstan;60;5.809;1.173;1.508;0.729;0.41;0.096;0.146;2019
Bolivia;61;5.779;0.776;1.209;0.706;0.511;0.064;0.137;2019
Hungary;62;5.758;1.201;янв.41;0.828;0.199;0.02;0.081;2019
Paraguay;63;5.743;0.855;1.475;0.777;0.514;0.08;0.184;2019
Northern Cyprus;64;5.718;1.263;1.252;1.042;0.417;0.162;0.191;2019
Peru;65;5.697;0.96;1.274;0.854;0.455;0.027;0.083;2019
Portugal;66;5.693;1.221;1.431;0.999;0.508;0.025;0.047;2019
Pakistan;67;5.653;0.677;0.886;0.535;0.313;0.098;0.22;2019
Russia;68;5.648;1.183;1.452;0.726;0.334;0.031;0.082;2019
Philippines;69;5.631;0.807;1.293;0.657;0.558;0.107;0.117;2019
Serbia;70;5.603;1.004;1.383;0.854;0.282;0.039;0.137;2019
Moldova;71;5.529;0.685;1.328;0.739;0.245;0.0;0.181;2019
Libya;72;5.525;1.044;1.303;0.673;0.416;0.152;0.133;2019
Montenegro;73;5.523;1.051;1.361;0.871;0.197;0.08;0.142;2019
Tajikistan;74;5.467;0.493;1.098;0.718;0.389;0.144;0.23;2019
Croatia;75;5.432;1.155;1.266;0.914;0.296;0.022;0.119;2019
Hong Kong;76;май.43;1.438;1.277;1.122;0.44;0.287;0.258;2019
Dominican Republic;77;5.425;1.015;1.401;0.779;0.497;0.101;0.113;2019
Bosnia and Herzegovina;78;5.386;0.945;1.212;0.845;0.212;0.006;0.263;2019
Turkey;79;5.373;1.183;янв.36;0.808;0.195;0.106;0.083;2019
Malaysia;80;5.339;1.221;1.171;0.828;0.508;0.024;0.26;2019
Belarus;81;5.323;1.067;1.465;0.789;0.235;0.142;0.094;2019
Greece;82;5.287;1.181;1.156;0.999;0.067;0.034;0.0;2019
Mongolia;83;5.285;0.948;1.531;0.667;0.317;0.038;0.235;2019
North Macedonia;84;5.274;0.983;1.294;0.838;0.345;0.034;0.185;2019
Nigeria;85;5.265;0.696;1.111;0.245;0.426;0.041;0.215;2019
Kyrgyzstan;86;5.261;0.551;1.438;0.723;0.508;0.023;0.3;2019
Turkmenistan;87;5.247;1.052;1.538;0.657;0.394;0.028;0.244;2019
Algeria;88;5.211;1.002;янв.16;0.785;0.086;0.114;0.073;2019
Morocco;89;5.208;0.801;0.782;0.782;0.418;0.076;0.036;2019
Azerbaijan;90;5.208;1.043;1.147;0.769;0.351;0.182;0.035;2019
Lebanon;91;5.197;0.987;1.224;0.815;0.216;0.027;0.166;2019
Indonesia;92;5.192;0.931;1.203;0.66;0.491;0.028;0.498;2019
China;93;5.191;1.029;1.125;0.893;0.521;0.1;0.058;2019
Vietnam;94;5.175;0.741;1.346;0.851;0.543;0.073;0.147;2019
Bhutan;95;5.082;0.813;1.321;0.604;0.457;0.167;0.37;2019
Cameroon;96;5.044;0.549;0.91;0.331;0.381;0.037;0.187;2019
Bulgaria;97;5.011;1.092;1.513;0.815;0.311;0.004;0.081;2019
Ghana;98;4.996;0.611;0.868;0.486;0.381;0.04;0.245;2019
Ivory Coast;99;4.944;0.569;0.808;0.232;0.352;0.09;0.154;2019
Nepal;100;4.913;0.446;1.226;0.677;0.439;0.089;0.285;2019
Jordan;101;4.906;0.837;1.225;0.815;0.383;0.13;0.11;2019
Benin;102;4.883;0.393;0.437;0.397;0.349;0.082;0.175;2019
Congo (Brazzaville);103;4.812;0.673;0.799;0.508;0.372;0.093;0.105;2019
Gabon;104;4.799;1.057;1.183;0.571;0.295;0.055;0.043;2019
Laos;105;4.796;0.764;01.мар;0.551;0.547;0.164;0.266;2019
South Africa;106;4.722;0.96;1.351;0.469;0.389;0.055;0.13;2019
Albania;107;4.719;0.947;0.848;0.874;0.383;0.027;0.178;2019
Venezuela;108;4.707;0.96;1.427;0.805;0.154;0.047;0.064;2019
Cambodia;109;04.июл;0.574;1.122;0.637;0.609;0.062;0.232;2019
Palestinian Territories;110;4.696;0.657;1.247;0.672;0.225;0.066;0.103;2019
Senegal;111;4.681;0.45;1.134;0.571;0.292;0.072;0.153;2019
Somalia;112;4.668;0.0;0.698;0.268;0.559;0.27;0.243;2019
Namibia;113;4.639;0.879;1.313;0.477;0.401;0.056;0.07;2019
Niger;114;4.628;0.138;0.774;0.366;0.318;0.102;0.188;2019
Burkina Faso;115;4.587;0.331;1.056;0.38;0.255;0.113;0.177;2019
Armenia;116;4.559;0.85;1.055;0.815;0.283;0.064;0.095;2019
Iran;117;4.548;01.янв;0.842;0.785;0.305;0.125;0.27;2019
Guinea;118;4.534;0.38;0.829;0.375;0.332;0.086;0.207;2019
Georgia;119;4.519;0.886;0.666;0.752;0.346;0.164;0.043;2019
Gambia;120;4.516;0.308;0.939;0.428;0.382;0.167;0.269;2019
Kenya;121;4.509;0.512;0.983;0.581;0.431;0.053;0.372;2019
Mauritania;122;апр.49;0.57;1.167;0.489;0.066;0.088;0.106;2019
Mozambique;123;4.466;0.204;0.986;0.39;0.494;0.138;0.197;2019
Tunisia;124;4.461;0.921;1.0;0.815;0.167;0.055;0.059;2019
Bangladesh;125;4.456;0.562;0.928;0.723;0.527;0.143;0.166;2019
Iraq;126;4.437;1.043;0.98;0.574;0.241;0.089;0.148;2019
Congo (Kinshasa);127;4.418;0.094;1.125;0.357;0.269;0.053;0.212;2019
Mali;128;апр.39;0.385;1.105;0.308;0.327;0.052;0.153;2019
Sierra Leone;129;4.374;0.268;0.841;0.242;0.309;0.045;0.252;2019
Sri Lanka;130;4.366;0.949;1.265;0.831;0.47;0.047;0.244;2019
Myanmar;131;апр.36;0.71;1.181;0.555;0.525;0.172;0.566;2019
Chad;132;апр.35;0.35;0.766;0.192;0.174;0.078;0.198;2019
Ukraine;133;4.332;0.82;янв.39;0.739;0.178;0.01;0.187;2019
Ethiopia;134;4.286;0.336;1.033;0.532;0.344;0.1;0.209;2019
Swaziland;135;4.212;0.811;1.149;0.0;0.313;0.135;0.074;2019
Uganda;136;4.189;0.332;1.069;0.443;0.356;0.06;0.252;2019
Egypt;137;4.166;0.913;1.039;0.644;0.241;0.067;0.076;2019
Zambia;138;4.107;0.578;1.058;0.426;0.431;0.087;0.247;2019
Togo;139;4.085;0.275;0.572;0.41;0.293;0.085;0.177;2019
India;140;4.015;0.755;0.765;0.588;0.498;0.085;0.2;2019
Liberia;141;3.975;0.073;0.922;0.443;0.37;0.033;0.233;2019
Comoros;142;3.973;0.274;0.757;0.505;0.142;0.078;0.275;2019
Madagascar;143;3.933;0.274;0.916;0.555;0.148;0.041;0.169;2019
Lesotho;144;3.802;0.489;1.169;0.168;0.359;0.093;0.107;2019
Burundi;145;3.775;0.046;0.447;0.38;0.22;0.18;0.176;2019
Zimbabwe;146;3.663;0.366;1.114;0.433;0.361;0.089;0.151;2019
Haiti;147;3.597;0.323;0.688;0.449;0.026;0.11;0.419;2019
Botswana;148;3.488;1.041;1.145;0.538;0.455;0.1;0.025;2019
Syria;149;3.462;0.619;0.378;0.44;0.013;0.141;0.331;2019
Malawi;150;мар.41;0.191;0.56;0.495;0.443;0.089;0.218;2019
Yemen;151;мар.38;0.287;1.163;0.463;0.143;0.077;0.108;2019
Rwanda;152;3.334;0.359;0.711;0.614;0.555;0.411;0.217;2019
Tanzania;153;3.231;0.476;0.885;0.499;0.417;0.147;0.276;2019
Afghanistan;154;3.203;0.35;0.517;0.361;0.0;0.025;0.158;2019
Central African Republic;155;3.083;0.026;0.0;0.105;0.225;0.035;0.235;2019
South Sudan;156;2.853;0.306;0.575;0.295;0.01;0.091;0.202;2019
Finland;1;июл.87;10.639267;0.9543297;71.900826;0.9491722;0.19544458;-0.05948202;2020
Denmark;2;июл.56;10.774001;0.9559908;72.402504;0.95144427;0.16848946;0.066201776;2020
Switzerland;3;июл.99;10.979933;0.9428466;74.10245;0.92133665;0.30372843;0.10591104;2020
Iceland;4;июл.45;10.772559;0.9746696;73.0;0.9488919;0.71170974;0.24694422;2020
Norway;5;7.488;11.087804;0.9524866;73.20078;0.9557503;0.2632182;0.13453263;2020
Netherlands;6;июл.89;10.812712;0.9391388;72.30092;0.9085478;0.36471713;0.20761244;2020
Sweden;7;июл.35;10.758794;0.9263112;72.60077;0.9391442;0.25088018;0.11161462;2020
New Zealand;8;июл.96;10.500943;0.949119;73.20263;0.9362175;0.22113885;0.19159807;2020
Austria;9;июл.42;10.742824;0.92804587;73.0025;0.8999895;0.49995488;0.08542922;2020
Luxembourg;10;июл.75;11.450681;0.9069122;72.6;0.9056364;0.3670843;-0.004620588;2020
Canada;11;июл.21;10.6923685;0.92717665;73.6016;0.93391323;0.39084336;0.12477077;2020
Australia;12;июл.28;10.720596;0.9448546;73.60454;0.91543174;0.41516912;0.19046016;2020
United Kingdom;13;7.1645;10.600135;0.9366828;72.301605;0.8347437;0.43591592;0.2637325;2020
Israel;14;7.1286;10.417525;0.91357124;73.20026;0.7475806;0.78085506;0.10259372;2020
Costa Rica;15;7.1214;9.658156;0.90154594;71.29985;0.93473893;0.7863324;-0.10242971;2020
Ireland;16;7.0937;11.160978;0.9420816;72.30079;0.886983;0.35718417;0.14578497;2020
Germany;17;7.0758;10.732819;0.89887446;72.20202;0.8673711;0.45642203;0.080179386;2020
United States;18;июн.96;10.925769;0.914219;68.2995;0.84261954;0.6997153;0.14989173;2020
Czech Republic;19;июн.09;10.404163;0.9144307;70.047935;0.81853735;0.85844624;-0.23086151;2020
Belgium;20;июн.35;10.673639;0.91163254;72.00165;0.81358206;0.61229795;-0.0786912;2020
United Arab Emirates;21;июн.08;11.109999;0.8491811;67.08279;0.9413455;0.5945022;0.123450845;2020
Malta;22;июн.28;10.533838;0.9303795;72.2;0.92491144;0.6585473;0.2149658;2020
France;23;июн.38;10.584223;0.93710375;73.80193;0.82546765;0.5835211;-0.13064197;2020
Mexico;24;6.465;9.797797;0.8386654;68.29903;0.8587093;0.8068216;-0.17526662;2020
Taiwan Province of China;25;июн.54;10.775685;0.8943091;69.6;0.77153033;0.7318829;-0.0731987;2020
Uruguay;26;июн.01;9.948193;0.92281127;69.00255;0.89239544;0.63599414;-0.10110311;2020
Saudi Arabia;27;июн.65;10.797812;0.87406707;66.305145;0.85419124;0.6826195;-0.16869506;2020
Spain;28;июн.09;10.462927;0.9211254;74.40271;0.75198954;0.7658599;-0.050961714;2020
Guatemala;29;июн.89;8.924806;0.8166215;64.808945;0.9081476;0.78323746;-0.042938665;2020
Italy;30;июн.74;10.481836;0.8898786;73.601685;0.664652;0.8734047;-0.043461;2020
Singapore;31;июн.71;11.395521;0.91026896;76.80458;0.92664534;0.10978419;0.029879224;2020
Brazil;32;июн.56;9.566435;0.8967238;66.48016;0.7998048;0.7706013;-0.10181239;2020
Slovenia;33;июн.34;10.392323;0.9395757;71.10299;0.9361426;0.817071;-0.08060338;2020
El Salvador;34;июн.83;8.909076;0.80609226;66.10826;0.83380526;0.7543199;-0.12107298;2020
Kosovo;35;июн.52;9.20443;0.8207265;63.885555;0.8615359;0.9223283;0.19093376;2020
Panama;36;июн.48;10.034234;0.9020945;69.60301;0.8803665;0.8515889;-0.15392771;2020
Slovakia;37;июн.06;10.34775;0.92249376;68.90634;0.7499527;0.9180961;-0.1244093;2020
Uzbekistan;38;июн.76;8.740372;0.9265958;65.107574;0.9749981;0.5014974;0.24842715;2020
Chile;39;июн.85;10.032055;0.8797136;69.90062;0.7448963;0.83823943;-0.06566837;2020
Bahrain;40;июн.73;10.67638;0.8763421;68.5;0.9058558;0.7393471;0.13372919;2020
Lithuania;41;июн.55;10.343626;0.9261071;67.294075;0.74738145;0.80958384;-0.2197253;2020
Trinidad and Tobago;42;июн.19;10.260002;0.9152942;63.5;0.8579071;0.9122306;0.000526841;2020
Poland;43;6.1863;10.265124;0.87425745;69.311134;0.8620558;0.686927;-0.20508407;2020
Colombia;44;6.1634;9.500369;0.88444024;67.699585;0.8361799;0.8645718;-0.16123565;2020
Cyprus;45;6.159;10.405703;0.80599624;73.702225;0.7798583;0.85627174;0.043731496;2020
Nicaragua;46;6.1371;8.49316;0.85749704;67.50718;0.86390287;0.6659501;0.02095914;2020
Romania;47;6.1237;10.107584;0.8251615;67.20724;0.8428232;0.93430024;-0.19781521;2020
Kuwait;48;6.1021;11.089825;0.84647524;66.76765;0.8723665;0.76084906;-0.1001847;2020
Mauritius;49;6.1013;9.956786;0.91035783;66.40434;0.88953453;0.8053431;-0.018318573;2020
Kazakhstan;50;6.0579;10.114658;0.9347449;64.60996;0.81160194;0.76449084;-0.068488635;2020
Estonia;51;6.0218;10.340017;0.93473;68.60496;0.87770915;0.6230738;-0.11169777;2020
Philippines;52;6.006;8.993546;0.84673005;61.92676;0.91546345;0.7336341;-0.105463006;2020
Hungary;53;6.0004;10.249244;0.9219341;67.60997;0.7189646;0.8929165;-0.19432302;2020
Thailand;54;май.88;9.741792;0.8899732;67.250595;0.90506303;0.8862723;0.2686852;2020
Argentina;55;май.47;9.810955;0.90056795;68.8038;0.8311324;0.84200984;-0.19491386;2020
Honduras;56;май.32;8.424535;0.82187015;67.19877;0.87060326;0.8011319;0.086969115;2020
Latvia;57;май.95;10.17532;0.9182886;66.807465;0.67123765;0.7955801;-0.18688884;2020
Ecuador;58;май.52;9.246058;0.836419;68.50004;0.85982895;0.8012151;-0.12701496;2020
Portugal;59;май.09;10.263742;0.8865907;72.40202;0.8887478;0.8926295;-0.2207143;2020
Jamaica;60;май.98;9.00625;0.91570187;67.1;0.8580685;0.88889;-0.12510677;2020
South Korea;61;май.24;10.510567;0.79938716;73.60273;0.6129651;0.78906745;-0.04340403;2020
Japan;62;май.08;10.579689;0.88354594;75.00097;0.8099614;0.65455806;-0.24691035;2020
Peru;63;май.68;9.456313;0.83107525;68.100235;0.8247661;0.89371496;-0.16238822;2020
Serbia;64;май.82;9.680981;0.88147575;68.210205;0.72649586;0.843509;-0.07367622;2020
Bolivia;65;май.75;8.851115;0.8031087;63.60047;0.8758733;0.8226062;-0.09168113;2020
Pakistan;66;май.33;8.482727;0.6890623;58.253136;0.7348337;0.7457054;0.04489987;2020
Paraguay;67;май.21;9.389982;0.8987279;65.63994;0.88592345;0.8347885;0.007997713;2020
Dominican Republic;68;май.92;9.664881;0.8820854;65.80749;0.8662028;0.7559999;-0.13126329;2020
Bosnia and Herzegovina;69;май.41;9.455817;0.82920414;67.808136;0.6513527;0.9337691;0.09827456;2020
Moldova;70;май.75;8.776714;0.8433136;65.013016;0.7216092;0.9133143;-0.03774104;2020
Tajikistan;71;май.57;8.024811;0.8352971;64.10459;0.8313834;0.59207606;-0.025088511;2020
Montenegro;72;май.61;9.751861;0.8553146;68.50535;0.64956564;0.7831216;-0.075600356;2020
Russia;73;5.546;10.128872;0.90315074;64.10046;0.7298926;0.8648026;-0.15115374;2020
Kyrgyzstan;74;май.15;8.148405;0.8872285;64.10601;0.9093749;0.8883961;0.15477206;2020
Belarus;75;май.99;9.779945;0.90674746;66.10433;0.6391631;0.63571167;-0.16492654;2020
North Cyprus;76;май.55;10.405703;0.8203566;73.702225;0.7952935;0.6261157;0.000227159;2020
Greece;77;5.515;10.132326;0.81438035;72.40526;0.5413451;0.8599314;-0.30090737;2020
Hong Kong S.A.R. of China;78;май.04;10.934671;0.8459691;76.771706;0.7798338;0.4206072;0.1349799;2020
Croatia;79;май.47;10.070875;0.8746237;70.214905;0.7148388;0.91649526;-0.12853833;2020
Libya;80;май.88;9.789816;0.82594293;62.3;0.773157;0.66877913;-0.08505449;2020
Mongolia;81;май.62;9.412187;0.9371425;62.304485;0.6933513;0.8635112;0.09809387;2020
Malaysia;82;май.43;10.262519;0.8165094;67.10216;0.89462686;0.8393023;0.1147268;2020
Vietnam;83;май.35;8.8095455;0.84998715;67.952736;0.93959296;0.79642123;-0.09453333;2020
Indonesia;84;май.56;9.369752;0.8083799;62.15585;0.8706144;0.8762964;0.5195865;2020
Ivory Coast;85;май.33;8.225561;0.6580487;49.503773;0.7279093;0.79077196;-0.043991156;2020
Benin;86;5.216;7.6743197;0.46867114;54.312466;0.7351826;0.7405326;-0.003537213;2020
Maldives;87;май.76;9.518633;0.9131609;70.6;0.8539628;0.82421106;0.038085498;2020
Congo (Brazzaville);88;май.44;8.536987;0.6402281;57.92448;0.7190585;0.7517791;-0.123674095;2020
Azerbaijan;89;5.1648;9.687727;0.8193083;65.5084;0.7868241;0.55253756;-0.24025528;2020
Macedonia;90;5.1598;9.5105915;0.8203923;67.504425;0.73884094;0.8974905;-0.01987745;2020
Ghana;91;5.148;8.350645;0.7286011;57.203987;0.7947965;0.84796476;0.09417085;2020
Nepal;92;5.1372;7.9253573;0.78551245;63.77918;0.79756504;0.73809916;0.15416883;2020
Turkey;93;5.1318;10.129419;0.82631356;66.90282;0.60883045;0.7481974;-0.17104644;2020
China;94;5.1239;9.688568;0.7987606;69.28919;0.8985179;0.7539711;-0.18142575;2020
Turkmenistan;95;5.1191;9.748033;0.9589662;62.211708;0.826457;0.88369185;0.18767154;2020
Bulgaria;96;5.1015;9.869319;0.93784034;66.80398;0.74517816;0.93558514;-0.14390844;2020
Morocco;97;5.0948;8.940313;0.5926285;65.89624;0.77207243;0.8157246;-0.24037725;2020
Cameroon;98;5.0849;8.118648;0.7003864;52.70494;0.7630518;0.8513366;-0.00149645;2020
Venezuela;99;5.0532;8.977794;0.89040816;66.50534;0.6232783;0.8370384;-0.16909051;2020
Algeria;100;5.0051;9.537965;0.80338514;65.905174;0.4666109;0.73548514;-0.121105164;2020
Senegal;101;апр.08;8.118982;0.723616;59.59915;0.69059616;0.80878514;-0.052335154;2020
Guinea;102;апр.93;7.7509904;0.6375735;54.4678;0.7068468;0.76179445;0.07632847;2020
Niger;103;апр.96;6.842167;0.61743504;53.500095;0.7597721;0.7225302;0.013860817;2020
Laos;104;апр.86;8.79858;0.7375022;58.709923;0.90721357;0.6346793;0.11137148;2020
Albania;105;апр.27;9.417931;0.67107046;68.70814;0.7819942;0.8963037;-0.04230949;2020
Cambodia;106;апр.84;8.24989;0.77308065;61.52997;0.95970464;0.82276905;0.05191118;2020
Bangladesh;107;апр.28;8.287064;0.687293;64.50307;0.900625;0.66184354;-0.033664726;2020
Gabon;108;апр.93;9.680537;0.78788686;59.71534;0.7048292;0.84915096;-0.22226162;2020
South Africa;109;апр.41;9.403371;0.85253227;56.506012;0.7593301;0.84342384;-0.109777324;2020
Iraq;110;апр.48;9.661096;0.74769497;59.90355;0.63318264;0.8222618;-0.06956476;2020
Lebanon;111;апр.15;9.361724;0.82433814;67.10658;0.5513575;0.90225625;-0.06121527;2020
Burkina Faso;112;апр.87;7.468545;0.7129436;53.889454;0.6655636;0.739795;-0.019080516;2020
Gambia;113;апр.06;7.3218145;0.6931687;55.012016;0.7331632;0.6907178;0.34319872;2020
Mali;114;апр.93;7.6298523;0.731469;51.726982;0.71156615;0.8393284;-0.044366926;2020
Nigeria;115;апр.41;8.576625;0.7372169;49.861908;0.7595784;0.86187434;0.033745807;2020
Armenia;116;апр.68;9.100476;0.7574794;66.750656;0.71201783;0.7735448;-0.13877961;2020
Georgia;117;апр.26;9.226101;0.629033;64.49521;0.8016415;0.6659447;-0.22892037;2020
Iran;118;апр.24;9.81372;0.6946897;66.00615;0.6478733;0.71463597;0.1178911;2020
Jordan;119;апр.34;9.025999;0.8021637;66.79975;0.7510478;0.7003443;-0.1625652;2020
Mozambique;120;апр.36;7.069346;0.72387403;54.205822;0.8644519;0.6830191;0.03237587;2020
Kenya;121;4.583;8.029776;0.70265204;60.09693;0.82974756;0.83149916;0.29468152;2020
Namibia;122;апр.11;9.203141;0.846881;56.501488;0.76752096;0.8514498;-0.18530646;2020
Ukraine;123;апр.07;9.010691;0.87887937;64.60678;0.6630819;0.9206367;-0.030933706;2020
Liberia;124;апр.79;7.0543804;0.70928055;56.096313;0.7352687;0.85637593;0.04227322;2020
Palestinian Territories;125;апр.28;8.389223;0.8252959;62.25;0.6457918;0.8242;-0.1620791;2020
Uganda;126;4.432;7.5003896;0.7649946;55.708202;0.73171395;0.8367378;0.09948743;2020
Chad;127;апр.27;7.4679637;0.63238806;48.22054;0.58730525;0.80276084;0.01783472;2020
Tunisia;128;апр.22;9.314973;0.68871856;66.89786;0.59336156;0.86759025;-0.21641381;2020
Mauritania;129;апр.46;8.233919;0.7908192;57.010178;0.55152255;0.7462235;-0.10600814;2020
Sri Lanka;130;4.327;9.38997;0.82537407;67.200066;0.83763367;0.85900176;0.08112962;2020
Congo (Kinshasa);131;4.311;6.6942563;0.672159;52.9;0.70079356;0.8094036;0.083637655;2020
Swaziland;132;апр.81;9.162674;0.7702902;51.188236;0.6468223;0.70826334;-0.19920142;2020
Myanmar;133;4.308;8.680482;0.784407;58.96171;0.8950752;0.6451243;0.560664;2020
Comoros;134;апр.86;7.83363;0.62566245;57.34901;0.5476126;0.7806226;0.09000841;2020
Togo;135;4.1872;7.3577113;0.5513126;54.7199;0.6498286;0.75773346;0.002667875;2020
Ethiopia;136;4.1862;7.5093856;0.74330735;58.63959;0.7407952;0.75369;0.043377332;2020
Madagascar;137;4.1656;7.281686;0.6681959;59.105427;0.5575741;0.81748563;-0.011823639;2020
Egypt;138;4.1514;9.316542;0.7354478;61.78015;0.7083542;0.7877269;-0.19687831;2020
Sierra Leone;139;мар.64;7.268803;0.636142;50.865143;0.71531504;0.8613307;0.08866075;2020
Burundi;140;мар.53;6.4926424;0.49032572;53.4;0.6263502;0.60693455;-0.017551597;2020
Zambia;141;мар.94;8.22472;0.69882447;55.299377;0.80650026;0.8012897;0.07803713;2020
Haiti;142;мар.08;7.4113293;0.59324783;55.598625;0.53782517;0.68476725;0.40053457;2020
Lesotho;143;мар.28;7.9604883;0.7804957;48.003624;0.73812586;0.8573921;-0.14573205;2020
India;144;мар.33;8.849824;0.59220093;60.215187;0.8814449;0.7720427;0.057551607;2020
Malawi;145;3.538;7.0622263;0.5440073;57.592888;0.8032232;0.7317008;0.021433279;2020
Yemen;146;мар.74;7.7596827;0.8179806;56.727283;0.5999203;0.8002877;-0.15773544;2020
Botswana;147;мар.89;9.711204;0.77912176;58.924454;0.8213281;0.7779309;-0.2503945;2020
Tanzania;148;мар.62;7.967665;0.6889332;57.496075;0.82153976;0.61979944;0.10966869;2020
Central African Republic;149;мар.59;6.62516;0.31945986;45.2;0.64088064;0.89180666;0.08241036;2020
Rwanda;150;мар.23;7.6001043;0.54083544;61.098846;0.9005894;0.18354118;0.055483952;2020
Zimbabwe;151;мар.92;7.8657117;0.76309276;55.61726;0.7114579;0.810237;-0.07206395;2020
South Sudan;152;фев.66;7.4253597;0.5537071;51.0;0.4513136;0.7634173;0.016518548;2020
Afghanistan;153;фев.69;7.4628606;0.47036695;52.59;0.396573;0.93368655;-0.0964294;2020
Finland;1;7.842;10.775;0.954;72.0;0.949;0.186;-0.098;2021
